id,avis,label,categorie,difficulte,clean_avis,tokens_count,text_without_stopwords,processed_avis
954,Je ne m'attendais pas à un service aussi soigné.,positif,support,négation_positive,je ne m'attendais pas à un service aussi soigné,9,ne m'attendais pas service soigné,ne m'attendais pas service soigner
955,La livraison était rapide et le colis en bon état.,positif,livraison,simple,la livraison était rapide et le colis en bon état,10,livraison rapide colis bon état,livraison rapide colis bon état
956,Je suis très satisfait de l'ensemble.,positif,general,simple,je suis très satisfait de l'ensemble,6,suis satisfait l'ensemble,suis satisfaire l'ensemble
957,L'appli est fiable et bien pensée.,positif,application,simple,l'appli est fiable et bien pensée,6,l'appli fiable pensée,l'appli fiable penser
958,Je ne pensais pas que votre service serait aussi satisfaisant.,positif,general,négation_positive,je ne pensais pas que votre service serait aussi satisfaisant,10,ne pensais pas service serait satisfaisant,ne pensais pas service serait satisfaisant
959,Le produit est de qualité et conforme.,positif,produit,simple,le produit est de qualité et conforme,7,produit qualité conforme,produit qualiter conforme
960,Votre service est vraiment bien organisé.,positif,general,simple,votre service est vraiment bien organisé,6,service vraiment organisé,service vrai organiser
961,Je ne m'attendais pas à autant de rigueur.,positif,support,négation_positive,je ne m'attendais pas à autant de rigueur,8,ne m'attendais pas autant rigueur,ne m'attendais pas autant rigueur
962,La livraison est soignée et rapide.,positif,livraison,simple,la livraison est soignée et rapide,6,livraison soignée rapide,livraison soigner rapide
963,Je suis très satisfait du service dans son ensemble.,positif,general,simple,je suis très satisfait du service dans son ensemble,9,suis satisfait service ensemble,suis satisfaire service ensemble
964,L'application est bien conçue et utile.,positif,application,simple,l'application est bien conçue et utile,6,l'application conçue utile,l'application conçue utile
965,Je ne pensais pas trouver un service aussi bien noté.,positif,general,négation_positive,je ne pensais pas trouver un service aussi bien noté,10,ne pensais pas trouver service noté,ne pensais pas trouver service noter
966,Le produit est conforme à la description et de qualité.,positif,produit,simple,le produit est conforme à la description et de qualité,10,produit conforme description qualité,produit conforme description qualiter
967,Votre service est au sommet.,positif,general,simple,votre service est au sommet,5,service sommet,service sommet
968,Je ne m'attendais pas à un tel niveau de satisfaction.,positif,general,négation_positive,je ne m'attendais pas à un tel niveau de satisfaction,10,ne m'attendais pas tel niveau satisfaction,ne m'attendais pas tel niveau satisfaction
969,La livraison est toujours bien gérée.,positif,livraison,simple,la livraison est toujours bien gérée,6,livraison toujours gérée,livraison toujours gérer
970,Je suis très satisfait du produit commandé.,positif,produit,simple,je suis très satisfait du produit commandé,7,suis satisfait produit commandé,suis satisfaire produit commander
971,L'appli est simple et efficace.,positif,application,simple,l'appli est simple et efficace,5,l'appli simple efficace,l'appli simple efficace
972,Je ne pensais pas que votre service serait aussi bien structuré.,positif,general,négation_positive,je ne pensais pas que votre service serait aussi bien structuré,11,ne pensais pas service serait structuré,ne pensais pas service serait structurer
973,Le produit est léger et bien fini.,positif,produit,simple,le produit est léger et bien fini,7,produit léger fini,produit léger fini
974,Votre service est vraiment au niveau.,positif,general,simple,votre service est vraiment au niveau,6,service vraiment niveau,service vrai niveau
975,Je ne m'attendais pas à autant de satisfaction.,positif,general,négation_positive,je ne m'attendais pas à autant de satisfaction,8,ne m'attendais pas autant satisfaction,ne m'attendais pas autant satisfaction
976,La livraison est rapide et de qualité.,positif,livraison,simple,la livraison est rapide et de qualité,7,livraison rapide qualité,livraison rapide qualiter
977,Je suis très satisfait de votre service client.,positif,support,simple,je suis très satisfait de votre service client,8,suis satisfait service client,suis satisfaire service client
978,L'application est vraiment excellente.,positif,application,simple,l'application est vraiment excellente,4,l'application vraiment excellente,l'application vrai excellente
979,Je ne pensais pas trouver un tel service.,positif,general,négation_positive,je ne pensais pas trouver un tel service,8,ne pensais pas trouver tel service,ne pensais pas trouver tel service
980,Le produit est bien conçu et de qualité.,positif,produit,simple,le produit est bien conçu et de qualité,8,produit conçu qualité,produit conçu qualiter
981,Votre service est fiable et efficace.,positif,general,simple,votre service est fiable et efficace,6,service fiable efficace,service fiable efficace
982,Je ne m'attendais pas à une telle qualité de livraison.,positif,livraison,négation_positive,je ne m'attendais pas à une telle qualité de livraison,10,ne m'attendais pas telle qualité livraison,ne m'attendais pas telle qualiter livraison
983,La livraison est ponctuelle et soignée.,positif,livraison,simple,la livraison est ponctuelle et soignée,6,livraison ponctuelle soignée,livraison ponctuelle soigner
984,Je suis très satisfait de la qualité de l'application.,positif,application,simple,je suis très satisfait de la qualité de l'application,9,suis satisfait qualité l'application,suis satisfaire qualiter l'application
985,L'appli est bien adaptée à tous les utilisateurs.,positif,application,simple,l'appli est bien adaptée à tous les utilisateurs,8,l'appli adaptée tous utilisateurs,l'appli adapter tous utilisateurs
986,Je ne pensais pas que votre service serait aussi bien.,positif,general,négation_positive,je ne pensais pas que votre service serait aussi bien,10,ne pensais pas service serait,ne pensais pas service serait
987,"Le produit est de qualité, conforme et fonctionnel.",positif,produit,simple,le produit est de qualité conforme et fonctionnel,8,produit qualité conforme fonctionnel,produit qualiter conforme fonctionnel
988,Votre service est irréprochable dans tous les domaines.,positif,general,simple,votre service est irréprochable dans tous les domaines,8,service irréprochable tous domaines,service irréprochable tous domaines
989,Je ne m'attendais pas à autant de compétence.,positif,support,négation_positive,je ne m'attendais pas à autant de compétence,8,ne m'attendais pas autant compétence,ne m'attendais pas autant compétence
990,La livraison était parfaite.,positif,livraison,simple,la livraison était parfaite,4,livraison parfaite,livraison parfaite
991,Je suis très satisfait de l'expérience complète.,positif,general,simple,je suis très satisfait de l'expérience complète,7,suis satisfait l'expérience complète,suis satisfaire l'expérience complète
992,L'application est excellente et bien conçue.,positif,application,simple,l'application est excellente et bien conçue,6,l'application excellente conçue,l'application excellente conçue
993,Je ne pensais pas trouver un service aussi complet.,positif,general,négation_positive,je ne pensais pas trouver un service aussi complet,9,ne pensais pas trouver service complet,ne pensais pas trouver service complet
994,Le produit est vraiment de qualité.,positif,produit,simple,le produit est vraiment de qualité,6,produit vraiment qualité,produit vrai qualiter
995,Votre service est vraiment dans les meilleurs.,positif,general,simple,votre service est vraiment dans les meilleurs,7,service vraiment meilleurs,service vrai meilleurs
996,Je ne m'attendais pas à autant de satisfaction globale.,positif,general,négation_positive,je ne m'attendais pas à autant de satisfaction globale,9,ne m'attendais pas autant satisfaction globale,ne m'attendais pas autant satisfaction globale
997,"La livraison est fiable, rapide et soignée.",positif,livraison,simple,la livraison est fiable rapide et soignée,7,livraison fiable rapide soignée,livraison fiable rapide soigner
998,Je suis très satisfait de votre service dans l'ensemble.,positif,general,simple,je suis très satisfait de votre service dans l'ensemble,9,suis satisfait service l'ensemble,suis satisfaire service l'ensemble
999,"L'appli est bien conçue, intuitive et rapide.",positif,application,simple,l'appli est bien conçue intuitive et rapide,7,l'appli conçue intuitive rapide,l'appli conçue intuitive rapide
